State,Incident ID,Date,City or County,Killed,Injured
Florida,309431,2015-03-15,Plant City,0,0
Michigan,316335,2015-03-15,Holland,0,0
Tennessee,307697,2015-03-15,Memphis,0,3
Missouri,308312,2015-03-15,Kansas City,0,1
Alabama,308861,2015-03-15,Cottonwood,3,1
Missouri,308303,2015-03-15,Kansas City,0,2
Florida,308335,2015-03-15,Ocala,0,1
Florida,307226,2015-03-15,Jacksonville,0,1
Tennessee,307704,2015-03-15,Chattanooga,0,2
Indiana,307251,2015-03-15,Indianapolis,1,0
Virginia,308354,2015-03-15,Botetourt County,0,0
Ohio,307169,2015-03-15,Cleveland,1,0
North Carolina,307946,2015-03-15,Wilmington,0,0
North Carolina,307941,2015-03-15,Wilmington,0,0
Wisconsin,326605,2015-03-15,Walworth (county),0,0
Florida,308529,2015-03-15,West Palm Beach,0,1
Virginia,307718,2015-03-15,Newport News,0,2
Georgia,307859,2015-03-15,Athens,0,3
Maryland,307358,2015-03-15,Baltimore,0,1
Tennessee,307833,2015-03-15,Campbell County,0,0
Colorado,308185,2015-03-15,Denver,2,0
North Carolina,308195,2015-03-15,Salisbury,0,0
West Virginia,308199,2015-03-15,Randolph County,0,1
Connecticut,310561,2015-03-15,Waterbury,0,0
California,308208,2015-03-15,Fresno,0,0
Pennsylvania,308668,2015-03-15,Brookville,1,0
Virginia,308223,2015-03-15,Wytheville,0,2
Indiana,307248,2015-03-15,Indianapolis,0,1
Indiana,307497,2015-03-15,Indianapolis,0,1
Utah,307409,2015-03-15,Davis County,1,0
Washington,307400,2015-03-15,Seattle,1,0
Florida,308586,2015-03-15,Jacksonville Beach,0,1
California,307509,2015-03-15,Los Angeles,0,2
Georgia,310259,2015-03-15,Winder,0,0
California,307512,2015-03-15,Compton,0,4
Minnesota,307455,2015-03-15,Saint Paul,0,0
Minnesota,308089,2015-03-15,Bemidji,0,0
Louisiana,310515,2015-03-15,Bossier Parish,1,0
Ohio,307653,2015-03-15,Dayton,0,0
Illinois,307490,2015-03-15,Chicago,0,3
Texas,308144,2015-03-15,Austin,0,0
Illinois,307173,2015-03-15,Chicago,0,1
Illinois,307175,2015-03-15,Chicago,0,1
Pennsylvania,308985,2015-03-15,Wilkes Barre,0,1
Nevada,308726,2015-03-15,Washoe County,1,0
Texas,574059,2015-03-15,Beaumont,1,0
Missouri,307634,2015-03-15,Saint Louis,0,2
Alabama,307926,2015-03-15,Huntsville,0,1
New York,453019,2015-03-15,Brooklyn,1,0
Illinois,307646,2015-03-15,Chicago,0,1
Indiana,307255,2015-03-15,Fort Wayne,1,1
Michigan,307504,2015-03-15,Saginaw,0,1
Washington,341993,2015-03-15,Federal Way,0,0
Ohio,307185,2015-03-15,Canton,1,0
Ohio,307655,2015-03-15,Cleveland,0,1
California,307521,2015-03-15,San Bernardino,0,1
District of Columbia,307348,2015-03-15,Washington,1,1
West Virginia,307724,2015-03-15,Bluefield,0,1
Kansas,309505,2015-03-15,Junction City,1,0
Massachusetts,307284,2015-03-15,Springfield,1,0
Wisconsin,307306,2015-03-15,Madison,0,1
Massachusetts,307789,2015-03-15,Springfield,0,0
Illinois,307485,2015-03-15,Chicago,1,0
Pennsylvania,307830,2015-03-15,Upper Darby,0,1
New Jersey,308431,2015-03-15,Gloucester,0,1
Virginia,307801,2015-03-15,Axton,1,0
Florida,320583,2015-03-15,Tampa,0,1
Virginia,308362,2015-03-15,Newport News,0,0
Colorado,308171,2015-03-15,Denver,1,0
Tennessee,307694,2015-03-15,Memphis,0,2
Wisconsin,307823,2015-03-15,Milwaukee,0,1
Tennessee,307691,2015-03-15,Memphis,0,1
Florida,307334,2015-03-15,Panama City Beach,0,1
New Jersey,308385,2015-03-15,New Brunswick,0,2
Massachusetts,307286,2015-03-15,Boston,1,1
Massachusetts,307794,2015-03-15,Worcester,0,1
Montana,308256,2015-03-15,Butte,0,1
California,308245,2015-03-15,Seaside (Sand City),1,1
Texas,307915,2015-03-15,San Antonio,1,0
Idaho,307659,2015-03-15,Ammon,1,0
Texas,308140,2015-03-15,Beaumont,1,0
Texas,307529,2015-03-15,San Antonio,0,1
Texas,307538,2015-03-15,Fort Worth,0,1
Florida,307117,2015-03-15,Orange County,0,1
Texas,307547,2015-03-15,El Paso,0,0
Michigan,308293,2015-03-15,Holland,0,0
Texas,307565,2015-03-15,Houston,0,2
Illinois,308139,2015-03-15,Peoria,0,0
Nevada,314873,2015-03-15,Spanish Springs,1,0
New Mexico,308134,2015-03-15,Clovis,0,0
Indiana,307253,2015-03-15,Indianapolis,1,0
Iowa,308168,2015-03-15,Postville,0,1
South Carolina,308259,2015-03-15,Orangeburg,0,1
Illinois,307552,2015-03-15,Chicago,2,0
Ohio,308422,2015-03-16,Akron,0,0
New York,319679,2015-03-16,Syracuse,0,0
Illinois,308124,2015-03-16,Carbondale,0,0
North Carolina,307839,2015-03-16,Gastonia,1,0
Virginia,309435,2015-03-16,Petersburg,0,1
North Carolina,307998,2015-03-16,Lillington,0,4
Georgia,308635,2015-03-16,Rome,0,0
North Dakota,308624,2015-03-16,Jamestown,0,1
Illinois,307541,2015-03-16,Collinsville,0,0
South Carolina,308421,2015-03-16,Rock Hill,0,0
Georgia,308638,2015-03-16,Blairsville,2,0
Oklahoma,809561,2015-03-16,Tulsa,0,0
Georgia,307879,2015-03-16,Lagrange,0,1
Oklahoma,313283,2015-03-16,Enid,0,0
Georgia,307499,2015-03-16,Savannah,0,0
Ohio,318066,2015-03-16,Columbus,1,0
Virginia,308220,2015-03-16,Spotsylvania,1,0
Massachusetts,313137,2015-03-16,Boston,0,0
Ohio,308665,2015-03-16,Hicksville,0,1
New Jersey,309578,2015-03-16,Paterson,0,0
Florida,310971,2015-03-16,Saint Augustine,0,0
New Mexico,308233,2015-03-16,Edgewood,0,1
Washington,308250,2015-03-16,Everett,0,1
Tennessee,309874,2015-03-16,Clarksville,0,0
Washington,307863,2015-03-16,Shelton,1,0
New Mexico,308275,2015-03-16,Valencia County,0,0
Ohio,308551,2015-03-16,Youngstown,0,0
Texas,313130,2015-03-16,Houston,0,0
Texas,313131,2015-03-16,San Antonio,0,0
Florida,313132,2015-03-16,Orlando,0,0
California,309389,2015-03-16,Eureka,0,0
Mississippi,313133,2015-03-16,Tupelo,0,0
Delaware,308378,2015-03-16,Dover,0,1
California,313134,2015-03-16,Los Angeles,0,0
Tennessee,313129,2015-03-16,Nashville,0,0
Minnesota,308072,2015-03-16,Saint Paul,1,0
Texas,307582,2015-03-16,Port Arthur,0,3
Pennsylvania,308674,2015-03-16,Philadelphia,1,0
Texas,764169,2015-03-16,Edinburg,1,0
Oregon,307851,2015-03-16,The Dalles,1,0
Louisiana,310493,2015-03-16,New Orleans,0,0
Colorado,308177,2015-03-16,Denver,1,0
Ohio,313394,2015-03-16,Maple Heights,0,1
South Dakota,308165,2015-03-16,Brookings County,0,0
Ohio,327599,2015-03-16,Cleveland,0,0
Louisiana,310537,2015-03-16,New Orleans,1,0
New Jersey,317134,2015-03-16,Newark,0,1
Colorado,308182,2015-03-16,Denver,0,1
Missouri,308156,2015-03-16,Springfield,3,0
New York,308075,2015-03-16,New York (Manhattan),0,2
North Carolina,308196,2015-03-16,Salisbury,0,0
Virginia,308197,2015-03-16,Hampton,0,1
Tennessee,308478,2015-03-16,Sevierville,0,0
California,307602,2015-03-16,Sacramento,0,0
Missouri,308214,2015-03-16,Kansas City,0,2
Texas,310834,2015-03-16,Shepherd,1,1
Texas,308706,2015-03-16,Amarillo,0,0
Pennsylvania,308678,2015-03-16,Philadelphia,0,3
California,497835,2015-03-16,Santa Maria,1,0
Massachusetts,308545,2015-03-16,Buzzards Bay,0,0
Illinois,308102,2015-03-16,Chicago,0,1
Illinois,308106,2015-03-16,Chicago,0,2
Illinois,308121,2015-03-16,Chicago,0,1
Mississippi,314265,2015-03-16,Meridian,0,0
Mississippi,314264,2015-03-16,Meridian,0,0
Colorado,307669,2015-03-16,Durango,1,1
Illinois,307543,2015-03-16,Chicago,2,1
New Jersey,309271,2015-03-16,North Bergen,0,0
California,307550,2015-03-16,Pomona,1,0
California,307562,2015-03-16,Los Angeles,0,1
Illinois,307571,2015-03-16,Chicago,0,1
Texas,307573,2015-03-16,Willis,0,0
Georgia,308318,2015-03-16,Gainesville,1,0
California,308217,2015-03-16,Norwalk,0,1
Ohio,310058,2015-03-16,Cincinnati,0,0
Mississippi,309646,2015-03-16,Columbus,0,2
Kentucky,307745,2015-03-16,Henderson,0,0
New York,307749,2015-03-16,Queens,0,0
Maryland,308380,2015-03-16,Baltimore,0,1
Maine,308978,2015-03-16,Caribou,0,0
Pennsylvania,308980,2015-03-16,Uniontown,0,1
Kentucky,308403,2015-03-16,Lexington,0,0
New York,307743,2015-03-16,Wappinger,1,0
New York,308480,2015-03-16,Cato,0,0
West Virginia,308376,2015-03-16,Saint Albans,0,0
Virginia,308360,2015-03-16,Norfolk,0,1
Illinois,307969,2015-03-16,Chicago,0,1
Connecticut,308526,2015-03-16,Bridgeport,0,0
Illinois,307993,2015-03-16,Springfield,0,0
Tennessee,308347,2015-03-16,Cleveland,0,1
Florida,308482,2015-03-16,Sunrise,0,1
Massachusetts,308942,2015-03-16,Springfield,0,0
Iowa,308373,2015-03-16,Des Moines,0,1
Massachusetts,308941,2015-03-16,Springfield,0,0
Tennessee,307836,2015-03-16,Memphis,0,1
North Carolina,307962,2015-03-16,Craven County,1,0
Michigan,308331,2015-03-16,East Lansing,0,0
Kansas,308333,2015-03-16,Wichita,0,1
New York,308883,2015-03-16,Brooklyn,0,0
Montana,308349,2015-03-16,Billings,0,0
New York,308890,2015-03-16,Buffalo,0,0
Ohio,308148,2015-03-16,Hicksville,0,1
New York,308916,2015-03-16,Manhattan,0,0
New York,308920,2015-03-16,Queens,0,0
Texas,309397,2015-03-16,Laredo,0,1
Illinois,308119,2015-03-16,Chicago,0,1
Georgia,317239,2015-03-16,Guyton,0,0
Kentucky,307727,2015-03-16,Belfry,0,0
Virginia,308371,2015-03-16,Hampton,0,1
Tennessee,308536,2015-03-16,Memphis,0,1
Florida,308540,2015-03-16,Jacksonville,1,0
Iowa,308375,2015-03-16,Des Moines,0,0
California,308174,2015-03-16,Napa,2,0
Kentucky,307741,2015-03-16,Louisville,0,1
Ohio,308493,2015-03-16,Columbus,0,1
South Carolina,307982,2015-03-16,Rock Hill,0,1
New Jersey,309025,2015-03-16,Fair Lawn,0,0
West Virginia,308382,2015-03-16,Bluefield,1,0
Oklahoma,309064,2015-03-16,Oklahoma City,1,1
Georgia,308878,2015-03-16,Alpharetta,0,0
North Carolina,308040,2015-03-16,Morrisville,0,2
South Carolina,309113,2015-03-16,Santee,0,0
Iowa,364372,2015-03-16,Cedar Rapids,0,0
Kentucky,308461,2015-03-16,Hopkinsville,0,0
New York,308463,2015-03-16,Staten Island,0,0
Missouri,309155,2015-03-16,Cape Girardeau,0,0
Illinois,307994,2015-03-16,Rockford,0,1
Tennessee,309158,2015-03-16,Memphis,0,0
Wisconsin,308594,2015-03-16,Milwaukee,0,0
Maryland,308996,2015-03-16,Silver Spring,1,0
Georgia,307843,2015-03-16,Savannah,0,0
Missouri,307615,2015-03-16,Diamond,1,0
Missouri,308231,2015-03-16,Joplin,1,0
South Carolina,307947,2015-03-16,Sumter,0,1
Florida,308577,2015-03-16,Jacksonville,0,2
Oklahoma,308034,2015-03-16,Sapulpa,0,0
Virginia,308369,2015-03-16,Norfolk,0,1
Ohio,308589,2015-03-16,Cleveland,0,1
Ohio,308038,2015-03-16,Marion,0,0
Texas,310180,2015-03-16,Houston,0,0
Wisconsin,308591,2015-03-16,Lake Delton,0,0
Florida,310186,2015-03-16,Orlando,0,0
Missouri,308236,2015-03-16,Joplin,0,0
West Virginia,308629,2015-03-16,Clarksburg,0,0
Kentucky,308406,2015-03-16,Lexington,0,0
Ohio,308429,2015-03-16,Cincinnati,1,0
Hawaii,308987,2015-03-16,Captain Cook,0,0
Louisiana,310185,2015-03-16,Kenner,0,0
Colorado,324673,2015-03-17,Westminster,1,0
Michigan,310378,2015-03-17,Ypsilanti,0,0
New York,316085,2015-03-17,Manhattan,0,1
Oregon,313138,2015-03-17,Portland,0,0
California,309195,2015-03-17,Visalia,0,0
Wisconsin,309003,2015-03-17,Milwaukee,0,1
Florida,309704,2015-03-17,Miami,0,2
Minnesota,308581,2015-03-17,Saint Paul,0,1
Connecticut,310101,2015-03-17,Stamford,0,0
Oregon,310968,2015-03-17,Medford,1,0
Massachusetts,308538,2015-03-17,Hyannis,0,0
Ohio,308543,2015-03-17,Ashtabula,0,0
Texas,308486,2015-03-17,Point,0,1
Virginia,309223,2015-03-17,Richmond,0,1
Michigan,309382,2015-03-17,Detroit,0,1
Tennessee,309211,2015-03-17,Memphis,0,0
New Jersey,308418,2015-03-17,Newark,1,1
New Hampshire,308967,2015-03-17,Hinsdale,0,0
California,309872,2015-03-17,Riverside,0,0
Illinois,309741,2015-03-17,Peoria,0,0
South Carolina,308744,2015-03-17,Summerville,1,0
Louisiana,310499,2015-03-17,New Orleans,0,0
Louisiana,310501,2015-03-17,Vivian,0,1
South Carolina,421286,2015-03-17,Dorchester,1,0
Washington,308779,2015-03-17,North Bend,0,1
Texas,308790,2015-03-17,Longview,0,0
Iowa,310535,2015-03-17,Des Moines,0,0
Iowa,310547,2015-03-17,Davenport,0,1
Oklahoma,308188,2015-03-17,Tulsa,0,1
Florida,310941,2015-03-17,Jacksonville,0,1
California,309361,2015-03-17,Richmond,0,1
Florida,363713,2015-03-17,Spring Hill,0,0
Florida,310976,2015-03-17,Plantation,0,0
Florida,310979,2015-03-17,North Lauderdale,0,0
Arizona,308252,2015-03-17,Phoenix,0,1
Illinois,308782,2015-03-17,Chicago,0,1
Nevada,308284,2015-03-17,Carson City,0,1
North Carolina,309761,2015-03-17,Reidsville,0,0
Colorado,309631,2015-03-17,Aurora,0,1
Utah,308506,2015-03-17,Salt Lake City,0,0
Tennessee,309138,2015-03-17,Memphis,0,1
Nevada,309140,2015-03-17,Las Vegas,0,0
Indiana,309086,2015-03-17,Indianapolis,0,2
South Carolina,320036,2015-03-17,Hartsville,0,0
Indiana,309169,2015-03-17,Tippecanoe County,0,0
California,309167,2015-03-17,Sacramento,1,0
Texas,308131,2015-03-17,Amarillo,1,1
South Carolina,309672,2015-03-17,Marion County,0,1
Florida,308484,2015-03-17,Winter Haven,0,1
North Carolina,309238,2015-03-17,Kinston,0,1
Florida,310755,2015-03-17,West Palm Beach,0,1
North Carolina,309676,2015-03-17,Kinston,0,0
Arkansas,310848,2015-03-17,Little Rock,0,0
California,309137,2015-03-17,San Diego,0,0
North Carolina,308610,2015-03-17,Bladen County,1,0
Virginia,309125,2015-03-17,Manassas Park,0,0
West Virginia,309120,2015-03-17,Newell,1,0
Missouri,308601,2015-03-17,Florissant,1,0
Oklahoma,309245,2015-03-17,Oklahoma City,0,0
California,309247,2015-03-17,Bakersfield,1,0
Illinois,309769,2015-03-17,Rockford,0,0
Tennessee,309776,2015-03-17,Nashville,0,0
Maine,310203,2015-03-17,Biddeford,0,0
Maine,310209,2015-03-17,Woolwich,0,0
Tennessee,309207,2015-03-17,Memphis,2,0
North Carolina,309663,2015-03-17,Onslow County,1,0
California,309084,2015-03-17,Van Nuys,1,0
Wisconsin,308994,2015-03-17,Westfield,0,1
Missouri,309099,2015-03-17,Saint Louis,0,1
North Carolina,308436,2015-03-17,Wilmington,0,0
California,309101,2015-03-17,Ventura,0,0
Texas,352709,2015-03-17,Onalaska,1,3
North Carolina,308466,2015-03-17,Wilmington,0,0
Arkansas,310846,2015-03-17,Faulkner County,0,0
Alabama,308894,2015-03-17,Opelika,0,1
Washington,309043,2015-03-17,Grandview,1,0
Alaska,309576,2015-03-17,Juneau,0,0
North Carolina,308433,2015-03-17,Charlotte,0,1
Georgia,308718,2015-03-17,Cartersville,1,0
Oklahoma,309076,2015-03-17,Oklahoma City,0,0
Oregon,309082,2015-03-17,Blue River,0,0
California,313140,2015-03-17,Ontario,0,0
Georgia,313141,2015-03-17,Atlanta,0,0
California,308687,2015-03-17,Stockton,3,4
Wyoming,340026,2015-03-17,Casper,0,0
Nevada,308290,2015-03-17,Las Vegas,1,0
Michigan,308324,2015-03-17,Kalamazoo,0,0
Illinois,309928,2015-03-17,Chicago,0,0
Illinois,319733,2015-03-17,Freeport,0,0
Florida,308750,2015-03-17,Fort Pierce,0,1
New York,308874,2015-03-17,Utica,0,0
Alaska,309573,2015-03-17,Juneau,0,0
Texas,309458,2015-03-17,Marshall,0,0
Mississippi,314253,2015-03-17,Gulfport,0,0
Georgia,309029,2015-03-17,Gainesville,0,0
Tennessee,308945,2015-03-17,Jackson,0,0
California,309476,2015-03-17,Hanford,0,0
Massachusetts,308955,2015-03-17,Brockton,0,0
Pennsylvania,308964,2015-03-17,Pittsburgh,0,0
Nebraska,309481,2015-03-17,Omaha,0,1
Michigan,310686,2015-03-17,Troy,0,0
New York,309497,2015-03-17,Hancock,0,0
District of Columbia,308992,2015-03-17,Washington,0,0
Wisconsin,309005,2015-03-17,Milwaukee,0,1
Maryland,309017,2015-03-17,Baltimore,1,0
Maryland,309019,2015-03-17,Baltimore,0,1
Maryland,309021,2015-03-17,Baltimore,0,1
Florida,731618,2015-03-17,Plant City,0,0
New Jersey,309564,2015-03-17,Millville,0,0
New Jersey,309027,2015-03-17,Paterson,0,1
Pennsylvania,309036,2015-03-17,Stroudsburg,0,0
New Jersey,1010996,2015-03-17,Hillside,0,1
North Carolina,309038,2015-03-17,Charlotte,0,1
Nevada,308435,2015-03-17,Las Vegas,0,0
Missouri,309093,2015-03-17,Saint Louis,0,1
Nebraska,309816,2015-03-17,Omaha,0,0
Pennsylvania,308671,2015-03-17,Philadelphia,0,1
Georgia,310343,2015-03-17,Homerville,0,0
Alabama,310445,2015-03-17,Huntsville,0,1
Virginia,308636,2015-03-17,Alexandria,0,1
Illinois,308105,2015-03-17,Chicago,0,0
Oklahoma,309330,2015-03-17,Comanche,1,0
Texas,308125,2015-03-17,Fort Worth,2,0
Ohio,308444,2015-03-17,Cleveland,1,0
Texas,308713,2015-03-17,Houston,0,1
Alabama,310402,2015-03-17,Montgomery,2,0
Alabama,310412,2015-03-17,Prattville,0,0
Indiana,308153,2015-03-17,Indianapolis,1,0
Alabama,308892,2015-03-17,Opelika,0,0
Minnesota,309808,2015-03-17,Minneapolis,0,1
Kentucky,308659,2015-03-17,Pineville,0,0
California,308695,2015-03-17,San Francisco,1,0
North Carolina,313798,2015-03-17,Princeville,0,0
North Carolina,309160,2015-03-17,Leicester,0,0
Florida,308925,2015-03-17,Palm Coast,0,1
Michigan,308358,2015-03-17,Swartz Creek,0,0
Connecticut,308927,2015-03-17,Fairfield,0,0
Ohio,308438,2015-03-17,Cleveland,0,1
Connecticut,308533,2015-03-17,Hartford,1,0
Michigan,308365,2015-03-17,Detroit,1,1
Connecticut,308776,2015-03-17,Durham,2,0
Florida,309983,2015-03-17,Jensen Beach,0,2
Kentucky,308391,2015-03-17,Lexington,1,0
California,308206,2015-03-17,Eureka,0,0
California,309253,2015-03-17,San Bernardino,0,1
Wyoming,309256,2015-03-17,Casper,0,0
Georgia,310257,2015-03-17,Pembroke,0,0
North Carolina,313828,2015-03-17,Princeville,0,1
Massachusetts,308940,2015-03-17,Springfield,0,0
North Carolina,313845,2015-03-18,Princeville,0,0
South Carolina,310314,2015-03-18,Aiken,0,0
North Carolina,309759,2015-03-18,Greensboro,0,1
Ohio,309791,2015-03-18,Scioto County,0,0
Tennessee,309801,2015-03-18,Franklin,0,0
Tennessee,309219,2015-03-18,Memphis,1,0
Wisconsin,320831,2015-03-18,Beloit,0,1
Oklahoma,309818,2015-03-18,Oklahoma City,0,1
Texas,309439,2015-03-18,Lubbock,0,2
Washington,313144,2015-03-18,Yakima,0,0
Washington,313145,2015-03-18,Seattle,0,0
Oklahoma,313150,2015-03-18,Tulsa,0,0
Alabama,309420,2015-03-18,Opelika,0,1
Ohio,308851,2015-03-18,Monroe,0,0
Florida,309713,2015-03-18,Jacksonville,0,1
Michigan,309787,2015-03-18,Van Buren County,0,0
Tennessee,313143,2015-03-18,Nashville,0,0
Nevada,316387,2015-03-18,Las Vegas,0,0
Florida,310748,2015-03-18,Lee County,0,2
Florida,309715,2015-03-18,Jacksonville,0,1
Indiana,308853,2015-03-18,Greens Fork,0,1
Indiana,308753,2015-03-18,Indianapolis,1,0
North Carolina,340396,2015-03-18,High Point,0,0
Connecticut,414981,2015-03-18,Wallingford,0,0
Pennsylvania,308906,2015-03-18,Plymouth Meeting,0,1
New York,310083,2015-03-18,Rochester,0,0
New York,309687,2015-03-18,Catskill,0,1
Texas,316864,2015-03-18,El Paso,0,1
Louisiana,311126,2015-03-18,Baton Rouge,0,2
California,309188,2015-03-18,Fresno,0,0
Utah,309067,2015-03-18,Salt Lake City (Murray),1,0
Louisiana,311132,2015-03-18,Ruston,0,0
North Carolina,315248,2015-03-18,Greensboro,0,0
Michigan,308807,2015-03-18,Flint,1,0
West Virginia,309707,2015-03-18,Fayette County,0,0
Florida,309710,2015-03-18,Saint Petersburg,0,1
Massachusetts,309558,2015-03-18,Framingham,2,0
Georgia,316382,2015-03-18,Winder,0,0
Virginia,309445,2015-03-18,Washington County,0,0
Missouri,309097,2015-03-18,Saint Louis,0,1
California,309948,2015-03-18,Red Bluff,0,0
Massachusetts,309534,2015-03-18,Boston,0,0
Massachusetts,309538,2015-03-18,Boston,0,0
Massachusetts,309539,2015-03-18,Boston,0,0
Massachusetts,309541,2015-03-18,Boston,0,0
Maryland,309550,2015-03-18,Baltimore,0,0
Kansas,309552,2015-03-18,Topeka,1,0
Georgia,308936,2015-03-18,Savannah,0,1
Wisconsin,309001,2015-03-18,Monona,0,0
Michigan,309035,2015-03-18,Roseville,0,0
Georgia,308716,2015-03-18,Augusta,0,1
New Jersey,310031,2015-03-18,Trenton,0,0
New Jersey,309574,2015-03-18,Paterson,0,0
Mississippi,309614,2015-03-18,Jackson,1,0
North Carolina,309165,2015-03-18,Greensboro,0,0
Minnesota,314644,2015-03-18,Rochester,0,0
Florida,310722,2015-03-18,Oakland Park,0,0
Illinois,309335,2015-03-18,Chicago,0,1
Connecticut,309525,2015-03-18,East Hampton,0,0
Ohio,308999,2015-03-18,Toledo,0,1
Kentucky,309520,2015-03-18,Uniontown,0,0
Virginia,309455,2015-03-18,Norfolk,0,1
Illinois,309205,2015-03-18,Chicago,0,1
Arizona,308904,2015-03-18,Phoenix,0,1
New York,521225,2015-03-18,Niagara Falls,0,0
Texas,309461,2015-03-18,Hill County,0,0
New York,308914,2015-03-18,Rochester,0,1
Missouri,308930,2015-03-18,Phelps County,0,2
Massachusetts,308947,2015-03-18,Brockton,0,0
Tennessee,308950,2015-03-18,Shelbyville,0,1
Ohio,308896,2015-03-18,Cincinnati,0,1
New Hampshire,308961,2015-03-18,Chesterfield,0,0
Texas,309393,2015-03-18,El Paso,0,1
Tennessee,308976,2015-03-18,Memphis,0,0
Texas,309464,2015-03-18,Houston,0,0
Ohio,309501,2015-03-18,Dayton,0,0
New York,309508,2015-03-18,Albany,0,0
Ohio,308990,2015-03-18,Toledo,0,1
California,309942,2015-03-18,Antioch,0,2
Ohio,309651,2015-03-18,Columbus,0,2
Massachusetts,309544,2015-03-18,Boston,0,0
Idaho,458787,2015-03-18,Payette,0,0
California,310796,2015-03-18,El Cerrito,0,0
Illinois,309765,2015-03-18,Rockford,0,0
Illinois,309327,2015-03-18,Chicago,1,0
Missouri,309103,2015-03-18,Saint Louis,2,1
New York,310344,2015-03-18,Plattsburgh,0,1
Ohio,308910,2015-03-18,Cincinnati,0,1
California,309250,2015-03-18,Fortuna,1,1
Louisiana,309752,2015-03-18,New Orleans,0,2
Texas,309443,2015-03-18,Killeen,0,0
Washington,309280,2015-03-18,Vancouver,0,0
Alabama,310389,2015-03-18,Huntsville,0,1
Washington,309298,2015-03-18,Pasco,0,1
Georgia,309300,2015-03-18,Buford,0,1
Texas,308709,2015-03-18,Houston,0,1
Arizona,308728,2015-03-18,Mesa,1,5
Hawaii,310443,2015-03-18,Kailua Kona,0,0
Alabama,310386,2015-03-18,Gadsden,0,1
Illinois,309241,2015-03-18,Chicago,0,1
New Hampshire,311818,2015-03-18,Dover,0,0
Kansas,309561,2015-03-18,Topeka,0,1
Kansas,309588,2015-03-18,Wichita,0,1
Illinois,309214,2015-03-18,Chicago,0,1
Louisiana,311147,2015-03-18,Lafayette,0,2
Louisiana,311150,2015-03-18,New Iberia,0,1
Tennessee,309720,2015-03-18,Johnson City,0,0
Texas,309402,2015-03-18,Harris County,1,0
Indiana,309728,2015-03-18,Gary,0,0
Minnesota,310103,2015-03-18,Saint Paul,0,3
Indiana,309731,2015-03-18,Gary,0,0
Texas,308787,2015-03-18,Tyler,0,1
Illinois,309221,2015-03-18,Chicago,0,1
West Virginia,309014,2015-03-18,Huntington,1,0
Illinois,309227,2015-03-18,Chicago,0,1
Illinois,309229,2015-03-18,Chicago,0,1
Texas,309745,2015-03-18,Corpus Christi,0,0
New Mexico,318254,2015-03-18,Carlsbad,0,0
New Jersey,308839,2015-03-18,Newark,1,3
South Carolina,309162,2015-03-18,North Charleston,0,1
Nevada,310460,2015-03-18,Pahrump,0,0
Florida,309725,2015-03-18,Gainesville,1,0
Arizona,308724,2015-03-18,Phoenix,0,1
Arkansas,310844,2015-03-18,Pine Bluff,1,0
California,309950,2015-03-18,Platina,0,1
California,309363,2015-03-18,Sacramento,0,0
Ohio,311379,2015-03-18,Kettering,0,0
South Carolina,308820,2015-03-18,Myrtle Beach,0,1
Georgia,310241,2015-03-18,Hinesville,0,0
Texas,309364,2015-03-18,San Antonio,2,0
Florida,310963,2015-03-18,Perry,0,1
Texas,309369,2015-03-18,San Antonio,0,1
California,309384,2015-03-18,Coachella,0,1
Ohio,309623,2015-03-18,Columbus,1,1
California,309879,2015-03-18,Bakersfield,0,1
Texas,309405,2015-03-18,Houston,0,1
Georgia,309062,2015-03-18,Savannah,0,1
Tennessee,309424,2015-03-18,Memphis,1,0
New York,310462,2015-03-18,Staten Island,0,0
Illinois,310373,2015-03-18,Champaign,0,1
Texas,309739,2015-03-18,San Antonio,0,0
Florida,310613,2015-03-18,Tallahassee,1,0
California,312099,2015-03-18,Red Bluff,0,1
Florida,310957,2015-03-18,Wewahitchka,0,1
Texas,313149,2015-03-18,Dallas,0,0
Arkansas,310853,2015-03-18,Little Rock,0,0
Louisiana,310484,2015-03-18,New Orleans,0,0
Arizona,309118,2015-03-18,Peoria,1,0
Indiana,309333,2015-03-18,Bluffton,1,0
California,873941,2015-03-18,Compton,1,0
California,308772,2015-03-18,La Jolla,0,0
Minnesota,310206,2015-03-18,Mazeppa,0,0
Illinois,309348,2015-03-18,Chicago,0,1
Idaho,309407,2015-03-18,Middleton,1,0
Illinois,309343,2015-03-18,Chicago,0,1
New York,316573,2015-03-18,Brooklyn,0,0
Texas,309373,2015-03-18,Fort Worth (Blue Mound),0,1
Texas,313142,2015-03-18,Dallas,0,0
Tennessee,308958,2015-03-18,Humboldt,0,1
Illinois,309346,2015-03-18,Chicago,0,1
Texas,308784,2015-03-18,San Antonio,0,0
Nebraska,309488,2015-03-19,Grafton,0,1
Michigan,309999,2015-03-19,Clare County,0,1
Maryland,309543,2015-03-19,Baltimore,0,0
Indiana,310008,2015-03-19,Elkhart,0,0
New Jersey,309556,2015-03-19,Trenton,0,0
District of Columbia,310011,2015-03-19,District Of Columbia,1,0
Mississippi,314247,2015-03-19,Aberdeen,0,1
New Jersey,310026,2015-03-19,Jersey City,0,1
Pennsylvania,310037,2015-03-19,Pittsburgh,0,1
California,309910,2015-03-19,Palo Alto,2,0
South Carolina,310428,2015-03-19,Santee,0,1
Ohio,367012,2015-03-19,Cleveland,0,0
