State,Incident ID,Date,City or County,Killed,Injured
Oklahoma,274168,2015-01-01,Tulsa,0,2
Louisiana,276211,2015-01-01,Labadieville,1,0
Mississippi,272302,2015-01-01,Hattiesburg,0,0
Alabama,272482,2015-01-01,Bessemer,0,2
Illinois,272487,2015-01-01,Chicago,0,1
Illinois,272493,2015-01-01,Chicago,0,1
Illinois,272490,2015-01-01,Chicago,0,2
New Jersey,273244,2015-01-01,Plainfield,1,0
Illinois,273893,2015-01-01,Chicago,0,1
Indiana,272702,2015-01-01,Lafayette,0,0
Illinois,273896,2015-01-01,Chicago,0,2
Ohio,271939,2015-01-01,Cleveland,0,0
Tennessee,272502,2015-01-01,Chattanooga,0,1
Nebraska,272925,2015-01-01,Omaha,0,0
North Carolina,272091,2015-01-01,Ash,0,0
North Carolina,272097,2015-01-01,Charlotte,1,2
New York,275120,2015-01-01,Jamestown,0,0
Maryland,273564,2015-01-01,Baltimore,0,0
Illinois,798667,2015-01-01,Peoria,0,0
North Carolina,272109,2015-01-01,Charlotte,0,1
Mississippi,272111,2015-01-01,Columbus,1,0
Massachusetts,298373,2015-01-01,Richmond,0,0
Nevada,271951,2015-01-01,Las Vegas,1,0
District of Columbia,272865,2015-01-01,Washington,0,1
Florida,272477,2015-01-01,Orlando,0,2
District of Columbia,272873,2015-01-01,Washington,0,1
California,271979,2015-01-01,Grand Terrace,1,2
Oklahoma,272467,2015-01-01,Tulsa,0,2
Illinois,271947,2015-01-01,Chicago,0,1
South Dakota,272977,2015-01-01,Sioux Falls,0,0
Indiana,272721,2015-01-01,Terre Haute,0,1
New Jersey,273236,2015-01-01,Jersey City,0,1
Pennsylvania,273937,2015-01-01,Chester,1,0
Pennsylvania,272960,2015-01-01,Chester,1,0
Ohio,272519,2015-01-01,Toledo,0,1
Ohio,272737,2015-01-01,Toledo,0,1
Missouri,272921,2015-01-01,Saint Louis,0,1
South Carolina,273108,2015-01-01,Hilton Head Island,0,0
Washington,273231,2015-01-01,Concrete,1,0
California,272551,2015-01-01,Merced,1,0
California,272555,2015-01-01,Seaside,0,0
Connecticut,272218,2015-01-01,Bridgeport,0,2
Indiana,272281,2015-01-01,Hammond,1,2
Virginia,273115,2015-01-01,Covington,0,1
Pennsylvania,273336,2015-01-01,Philadelphia,0,1
Nebraska,272923,2015-01-01,Omaha,0,1
Maryland,272009,2015-01-01,Baltimore,0,1
Ohio,283526,2015-01-01,Sandusky,0,0
Kansas,272454,2015-01-01,Winfield,1,0
Oklahoma,272465,2015-01-01,Tulsa,0,1
Illinois,272034,2015-01-01,Chicago,0,1
Arizona,283480,2015-01-01,Tucson,0,0
Illinois,271949,2015-01-01,Chicago,0,1
Nevada,271954,2015-01-01,Las Vegas,0,0
Tennessee,272016,2015-01-01,Memphis,0,5
California,271970,2015-01-01,Downey,0,0
Michigan,283476,2015-01-01,Flint,0,0
North Carolina,272594,2015-01-01,Wilmington,0,1
Florida,272766,2015-01-01,Tallahassee,0,1
Texas,272562,2015-01-01,Poteet,1,0
California,271975,2015-01-01,San Jose,0,2
Florida,272771,2015-01-01,Lakeland,0,0
Illinois,272076,2015-01-01,Jackson County,0,0
Florida,272798,2015-01-01,Orlando,0,2
South Carolina,273963,2015-01-01,Sumter County,0,0
Illinois,272803,2015-01-01,Westmont,0,0
North Carolina,272585,2015-01-01,Wilmington,0,0
Virginia,272543,2015-01-01,Newport News,1,0
Georgia,272003,2015-01-01,Peachtree City,0,1
Georgia,272134,2015-01-01,East Dublin,1,1
Florida,276101,2015-01-01,Clermont,0,0
New York,272229,2015-01-01,Elmira,0,1
Georgia,272627,2015-01-01,Buford,1,0
District of Columbia,273554,2015-01-01,Washington,0,1
Illinois,272833,2015-01-01,Champaign,0,0
Georgia,273179,2015-01-01,DeKalb County,0,0
West Virginia,274079,2015-01-01,Bluefield,0,0
District of Columbia,273556,2015-01-01,Washington,1,0
California,275619,2015-01-01,Bermuda Dunes,1,1
Wisconsin,271990,2015-01-01,Milwaukee,0,1
Indiana,283491,2015-01-01,Elkhart,0,0
New Jersey,273288,2015-01-01,Bridgewater,0,1
Michigan,272304,2015-01-01,Battle Creek,1,0
Maryland,272890,2015-01-01,Baltimore,0,1
Georgia,272132,2015-01-01,Atlanta,0,1
Iowa,275191,2015-01-01,Waterloo,0,0
Tennessee,272495,2015-01-01,Cheatham County,1,1
California,273316,2015-01-01,Oakland,1,1
Maryland,272898,2015-01-01,Baltimore,0,0
Indiana,272157,2015-01-01,Indianapolis,0,0
California,271981,2015-01-01,Sacramento County,1,0
Virginia,272054,2015-01-01,Henrico,0,2
Massachusetts,288080,2015-01-01,Pittsfield,0,0
Ohio,271988,2015-01-01,Toledo,0,1
New York,277630,2015-01-01,South Shore,0,0
New York,272238,2015-01-01,Buffalo,0,0
California,276639,2015-01-01,San Jose,1,1
Washington,272600,2015-01-01,Renton,2,1
Connecticut,274183,2015-01-01,Stamford,0,0
Tennessee,283479,2015-01-01,Chattanooga,0,0
Georgia,283214,2015-01-01,Moultrie,0,0
Georgia,283492,2015-01-01,Atlanta,0,0
Georgia,283998,2015-01-01,Atlanta (Dunwoody),0,0
Texas,276704,2015-01-01,Marshall,0,0
Ohio,283525,2015-01-01,Sandusky,0,0
Colorado,272964,2015-01-01,Colorado Springs,0,1
Virginia,272524,2015-01-01,Hampton,0,1
Tennessee,273083,2015-01-01,Memphis,0,1
Ohio,272505,2015-01-01,Dayton,0,1
Texas,272580,2015-01-01,Dallas,0,2
Tennessee,272030,2015-01-01,Clarksville,0,1
Tennessee,272041,2015-01-01,Chattanooga,0,1
Wisconsin,273605,2015-01-01,Centuria,0,1
Washington,273238,2015-01-01,Olympia,1,0
Illinois,272398,2015-01-01,Bunker Hill,1,0
New Jersey,274138,2015-01-01,Newark,0,0
Texas,278475,2015-01-01,Corpus Christi,0,0
New York,271993,2015-01-01,Bronx,1,0
Texas,272295,2015-01-01,Amarillo,0,0
New Jersey,274149,2015-01-01,Newark,0,0
New Jersey,274152,2015-01-01,Newark,0,0
New Jersey,274160,2015-01-01,Newark,0,0
Texas,272001,2015-01-01,Houston,1,0
Georgia,295613,2015-01-01,Lagrange,0,0
Colorado,283524,2015-01-01,Ignacio,0,0
Oregon,429427,2015-01-01,Medford,0,1
New York,310066,2015-01-01,Olean,0,0
Illinois,274494,2015-01-01,Peoria,0,0
Idaho,273298,2015-01-01,Idaho Falls,1,0
New York,272284,2015-01-01,Syracuse,1,1
Pennsylvania,272962,2015-01-01,Tarentum,0,1
Oklahoma,272461,2015-01-01,Oklahoma City,1,0
Indiana,274097,2015-01-01,Evansville,0,0
Mississippi,272299,2015-01-01,Hattiesburg,0,0
Virginia,272190,2015-01-01,Parksley,0,1
Virginia,272517,2015-01-01,Portsmouth,0,1
New Jersey,272935,2015-01-01,Jersey City,0,3
Ohio,272343,2015-01-01,Lorain,0,3
New York,272307,2015-01-01,Rochester,0,1
New York,272309,2015-01-01,Rochester,0,1
Michigan,272618,2015-01-01,Saint Joseph,1,0
New York,271995,2015-01-01,Staten Island,0,2
Florida,273507,2015-01-01,Alachua,0,0
Illinois,271945,2015-01-01,Chicago,0,1
Indiana,283999,2015-01-01,Cumberland,0,0
Florida,272753,2015-01-01,Orange Park,1,0
Virginia,828118,2015-01-01,Arlington,0,0
California,271986,2015-01-01,Stockton,1,0
Texas,272269,2015-01-01,Lubbock,1,0
California,272526,2015-01-01,Fresno,0,0
Oklahoma,283465,2015-01-01,Lawton,0,1
California,283487,2015-01-01,Bakersfield,0,0
Washington,272604,2015-01-01,Vancouver,0,1
Washington,272606,2015-01-01,Clark County,0,1
Ohio,273040,2015-01-01,North Canton,0,0
Florida,273041,2015-01-01,Panama City,0,0
Wisconsin,273045,2015-01-01,Appleton,0,0
Massachusetts,272204,2015-01-01,Fall River,1,0
California,272165,2015-01-01,San Francisco,0,0
North Carolina,272148,2015-01-01,Robeson County,1,0
Alabama,272932,2015-01-01,Montgomery,1,0
Massachusetts,272196,2015-01-01,Springfield,1,1
Louisiana,272358,2015-01-01,Marrero,0,1
Georgia,273056,2015-01-01,Savannah,0,0
South Carolina,272640,2015-01-01,Westminster,1,0
West Virginia,272067,2015-01-01,Lewisburg,0,3
Texas,275432,2015-01-01,Pflugerville,0,1
South Carolina,272139,2015-01-01,Mullins,1,0
Kentucky,272471,2015-01-01,Louisville,1,0
Texas,283510,2015-01-01,Fort Bend County,0,0
South Carolina,273066,2015-01-01,Columbia,0,1
New York,273444,2015-01-01,Long Beach,0,2
Texas,471363,2015-01-01,Fort Bend (county),0,0
Idaho,273222,2015-01-01,Idaho Falls,0,0
California,272531,2015-01-01,Modesto,4,0
South Carolina,272657,2015-01-01,Greenville,0,0
Iowa,464608,2015-01-01,Waterloo,0,0
Illinois,272080,2015-01-01,Savoy,0,2
California,274489,2015-01-01,Desert Hot Springs,1,0
Washington,393704,2015-01-01,Vancouver,0,1
Tennessee,272043,2015-01-01,Chattanooga,1,0
Tennessee,272045,2015-01-01,Chattanooga,1,0
California,273497,2015-01-01,Merced,0,0
Tennessee,273910,2015-01-01,Chattanooga,0,1
New Jersey,274519,2015-01-01,Trenton,0,0
Louisiana,273633,2015-01-01,Opelousas,0,0
Georgia,272636,2015-01-01,Tybee Island,2,0
Georgia,272634,2015-01-01,Savannah,0,0
New York,273447,2015-01-01,Syracuse,0,1
Illinois,274425,2015-01-01,Carlyle,0,1
Texas,272248,2015-01-01,Houston,1,2
Georgia,272631,2015-01-01,Columbus,0,0
Louisiana,273628,2015-01-01,Winnfield,1,0
Louisiana,272328,2015-01-01,New Orleans,2,0
Nebraska,272452,2015-01-01,Omaha,0,1
Missouri,272449,2015-01-01,Saint Louis,0,2
California,272556,2015-01-01,Pomona,0,1
Illinois,272394,2015-01-01,Chicago,0,2
Ohio,803136,2015-01-01,Cincinnati,0,0
Florida,272761,2015-01-01,Pensacola,0,1
Pennsylvania,272958,2015-01-01,Philadelphia,1,0
Pennsylvania,272956,2015-01-01,Steelton,0,0
New Jersey,273671,2015-01-01,Paterson,0,0
New Jersey,273286,2015-01-01,Newark,1,0
New Jersey,271999,2015-01-01,Newark,1,0
New Jersey,272952,2015-01-01,Paterson,0,0
Mississippi,275287,2015-01-01,Jackson,0,1
New Jersey,272947,2015-01-01,Paterson,0,0
New York,274214,2015-01-01,Fallsburg,0,0
Oklahoma,273876,2015-01-01,Tulsa,0,1
Texas,272573,2015-01-01,Bexar County,1,1
North Carolina,272620,2015-01-01,Cary,0,0
Maryland,272011,2015-01-01,College Park,1,0
Wisconsin,272015,2015-01-01,Madison,0,0
Virginia,273122,2015-01-02,Norfolk,0,2
Virginia,273127,2015-01-02,Norfolk,0,1
Virginia,273129,2015-01-02,Virginia Beach,0,1
South Carolina,273131,2015-01-02,Surfside Beach,0,0
Florida,272774,2015-01-02,Jacksonville,0,1
Illinois,273138,2015-01-02,Chicago,0,1
Georgia,273965,2015-01-02,Savannah,1,4
Illinois,273135,2015-01-02,Chicago,0,2
Missouri,273665,2015-01-02,Saint Louis,0,1
Pennsylvania,273324,2015-01-02,Pittsburgh,1,0
South Carolina,273073,2015-01-02,Richland County,0,1
Florida,272787,2015-01-02,Orlando,0,1
Michigan,275276,2015-01-02,Southgate,0,0
California,272511,2015-01-02,Oakland,0,1
Kentucky,274532,2015-01-02,Frankfort,0,0
New Jersey,274517,2015-01-02,Trenton,0,0
Virginia,273099,2015-01-02,New Kent County,0,0
Nebraska,275314,2015-01-02,Omaha,0,0
Florida,273512,2015-01-02,Tampa,0,0
California,273249,2015-01-02,Fresno,0,0
Pennsylvania,283457,2015-01-02,Elizabethtown,0,1
New Jersey,283446,2015-01-02,Cliffside Park,0,0
Ohio,283451,2015-01-02,Wyandot County,0,1
New York,588484,2015-01-02,Wallkill,0,0
Ohio,272507,2015-01-02,Cleveland,0,1
Illinois,272820,2015-01-02,Belvidere,1,0
Ohio,273820,2015-01-02,Columbus,0,1
Massachusetts,274555,2015-01-02,Springfield,0,0
South Carolina,295809,2015-01-02,Horry County,0,0
Oregon,273241,2015-01-02,Portland,0,0
Georgia,273162,2015-01-02,Atlanta,0,2
Florida,272801,2015-01-02,Orlando,1,0
Illinois,274140,2015-01-02,Urbana,0,0
North Carolina,272614,2015-01-02,Fayetteville,0,1
Missouri,277452,2015-01-02,Saint Louis,0,0
California,273294,2015-01-02,Penn Valley,0,2
New Jersey,274118,2015-01-02,Millville,0,1
Oregon,272611,2015-01-02,Beaverton (Aloha),1,0
North Carolina,273226,2015-01-02,Henderson,1,0
Nevada,273224,2015-01-02,Las Vegas,0,1
Pennsylvania,276481,2015-01-02,Harrisburg,0,0
Minnesota,272971,2015-01-02,Saint Paul,0,1
Tennessee,273070,2015-01-02,Nashville,0,1
Kentucky,332305,2015-01-02,Lexington,0,0
Wisconsin,272885,2015-01-02,Milwaukee,0,1
Virginia,273088,2015-01-02,Richmond,0,2
Iowa,364322,2015-01-02,Cedar Rapids,0,0
Louisiana,293705,2015-01-02,Lafayette,0,0
Ohio,273198,2015-01-02,Dayton,0,0
Wisconsin,272856,2015-01-02,Milwaukee,0,2
New York,279302,2015-01-02,Queens,0,1
Michigan,275129,2015-01-02,Roseville,0,0
North Carolina,273193,2015-01-02,Enfield,0,0
New York,291880,2015-01-02,Olive,0,0
New York,273307,2015-01-02,Queens,1,0
Georgia,273171,2015-01-02,Fayetteville,0,1
Georgia,273168,2015-01-02,Fulton County,1,0
Georgia,273048,2015-01-02,Newnan,1,0
Iowa,283221,2015-01-02,Council Bluffs,0,0
Tennessee,272498,2015-01-02,Knoxville,0,0
Washington,273234,2015-01-02,Shelton,1,0
Massachusetts,272985,2015-01-02,Brockton,0,0
Illinois,273149,2015-01-02,Chicago,0,1
Michigan,272596,2015-01-02,Detroit,1,0
North Carolina,272590,2015-01-02,Mooresville,0,0
Minnesota,276283,2015-01-02,Carver County,0,0
Florida,273283,2015-01-02,Dania Beach,1,0
Kansas,273702,2015-01-02,Overland Park,0,0
Ohio,273280,2015-01-02,Dayton,0,0
Pennsylvania,273686,2015-01-02,Pittsburgh,0,1
Alabama,272944,2015-01-02,Mobile,1,0
Indiana,273015,2015-01-02,Indianapolis,0,0
New Jersey,273673,2015-01-02,Paterson,0,0
Alabama,272939,2015-01-02,Mobile,1,0
Missouri,273648,2015-01-02,Saint Louis,0,1
Missouri,273639,2015-01-02,Saint Louis,0,1
Missouri,273635,2015-01-02,Saint Louis,0,1
Louisiana,273690,2015-01-02,Marrero,0,2
Wisconsin,272739,2015-01-02,Milwaukee,2,1
California,276249,2015-01-02,Oakland,0,0
Arizona,276245,2015-01-02,Phoenix,0,0
Arizona,276237,2015-01-02,Phoenix,0,0
Florida,276236,2015-01-02,West Palm Beach,0,0
Georgia,276228,2015-01-02,Atlanta,0,0
Washington,276230,2015-01-02,Seattle,0,0
Maine,275033,2015-01-02,Wiscasset,0,0
North Carolina,277443,2015-01-02,Charlotte,0,0
California,273270,2015-01-02,Seaside,0,0
Alabama,276210,2015-01-02,Mobile,0,0
Texas,272608,2015-01-02,Vidor,1,0
New Hampshire,273211,2015-01-02,Londonderry,0,0
Vermont,274115,2015-01-02,Burlington,1,0
Connecticut,273353,2015-01-02,Plainfield,0,1
Illinois,274430,2015-01-02,Millstadt,0,0
Massachusetts,272983,2015-01-02,Hopkinton,0,1
Connecticut,272980,2015-01-02,New Haven,0,0
Wyoming,272975,2015-01-02,Casper,0,0
Georgia,283216,2015-01-02,Moultrie,0,0
Pennsylvania,273331,2015-01-02,Tarentum,0,1
Pennsylvania,273329,2015-01-02,Philadelphia,0,0
Missouri,282929,2015-01-02,Kansas City,0,1
California,273313,2015-01-02,Banning,0,1
Wyoming,274298,2015-01-02,Park County,1,0
Maryland,274513,2015-01-02,Anne Arundel,0,1
Illinois,273275,2015-01-02,Rosemont,1,0
Illinois,272824,2015-01-02,Rockford,1,1
Louisiana,273641,2015-01-02,New Iberia,0,0
Ohio,272522,2015-01-02,Columbus,0,1
Oregon,273486,2015-01-02,Prineville,0,1
South Carolina,273125,2015-01-02,Longs,1,0
Illinois,272782,2015-01-02,Waukegan,1,0
Louisiana,329010,2015-01-02,Labadieville,1,0
Wisconsin,278740,2015-01-02,Stevens Point,0,0
New York,273465,2015-01-02,Brooklyn,0,1
Michigan,275024,2015-01-02,Flint,1,0
Wisconsin,272869,2015-01-02,Montfort,2,1
Oregon,277824,2015-01-02,Portland,0,0
Pennsylvania,273335,2015-01-02,Philadelphia,0,1
California,272513,2015-01-02,Oakland,0,1
California,272908,2015-01-02,Compton,1,0
Texas,360132,2015-01-02,Belton,1,0
South Carolina,273753,2015-01-03,Greenville,1,0
Texas,277286,2015-01-03,Austin,0,0
Florida,273504,2015-01-03,Lake Worth,0,1
Florida,273510,2015-01-03,West Palm Beach,0,1
New York,273375,2015-01-03,Islip,1,0
Virginia,273111,2015-01-03,Dayton,0,1
Indiana,273521,2015-01-03,Muncie,0,1
Oklahoma,273523,2015-01-03,Webbers Falls,3,0
Indiana,273278,2015-01-03,Indianapolis,0,1
Michigan,274990,2015-01-03,Dowagiac,0,0
Alabama,273517,2015-01-03,Mobile,0,3
Pennsylvania,273735,2015-01-03,Shermans Dale,3,0
South Carolina,273914,2015-01-03,Aynor,0,1
South Carolina,273930,2015-01-03,New Ellenton,1,0
Washington,277284,2015-01-03,Spokane,0,0
Minnesota,273625,2015-01-03,Saint Paul,0,2
South Carolina,273957,2015-01-03,Rock Hill,0,0
California,273495,2015-01-03,Fresno,1,0
Alabama,276258,2015-01-03,Prattville,0,0
California,273493,2015-01-03,Scotts Valley,0,0
Tennessee,273086,2015-01-03,Knoxville,0,1
Colorado,273622,2015-01-03,Aurora,0,1
Illinois,273147,2015-01-03,Chicago,1,0
New Jersey,273367,2015-01-03,Camden,1,2
Georgia,274437,2015-01-03,Moultrie,0,2
Connecticut,273426,2015-01-03,Hartford,0,1
Missouri,277285,2015-01-03,Kansas City,0,0
Texas,274103,2015-01-03,Upshur County,1,0
California,273246,2015-01-03,Bakersfield,0,1
South Carolina,273119,2015-01-03,Hopkins,1,0
Oregon,412389,2015-01-03,Talent,0,1
Connecticut,273424,2015-01-03,New Haven,0,1
North Carolina,274275,2015-01-03,Wilmington,0,0
Kansas,273718,2015-01-03,Spring Hill,1,0
California,273257,2015-01-03,Long Beach,0,3
Texas,273713,2015-01-03,Galveston,0,0
Nebraska,273710,2015-01-03,Omaha,0,0
Massachusetts,274145,2015-01-03,Worcester,0,1
North Carolina,274247,2015-01-03,Durham,0,1
Illinois,288246,2015-01-03,Alton,0,0
Texas,273696,2015-01-03,Harris County,0,2
Mississippi,275285,2015-01-03,Gulfport,0,0
New York,274242,2015-01-03,Brooklyn,1,0
New York,274217,2015-01-03,Albany,0,0
Alabama,276266,2015-01-03,Enterprise,0,1
Pennsylvania,273658,2015-01-03,Philadelphia,0,2
Massachusetts,276253,2015-01-03,Boston,0,0
Washington,273832,2015-01-03,Vashon (Vashon Island),0,0
New York,279817,2015-01-03,Brooklyn,0,1
Texas,276707,2015-01-03,Corpus Christi,1,0
Illinois,273268,2015-01-03,Champaign,0,1
New York,273439,2015-01-03,Buffalo,0,0
Colorado,273618,2015-01-03,Denver,0,1
Ohio,274742,2015-01-03,Toledo,0,1
Illinois,273145,2015-01-03,Chicago,0,1
Massachusetts,274125,2015-01-03,Saugus,0,1
North Carolina,274280,2015-01-03,Charlotte,0,0
Alabama,279672,2015-01-03,Harvest,1,0
Missouri,273645,2015-01-03,Saint Louis,1,1
Ohio,273292,2015-01-03,Cincinnati,0,1
Rhode Island,273176,2015-01-03,Cranston,0,0
Wisconsin,273177,2015-01-03,Milwaukee,0,1
Michigan,273173,2015-01-03,Detroit,1,0
Massachusetts,283227,2015-01-03,Northampton,0,1
North Carolina,273166,2015-01-03,Mount Airy,0,1
Illinois,273153,2015-01-03,Chicago,0,3
Illinois,273151,2015-01-03,Chicago,0,1
Georgia,273983,2015-01-03,Columbus,0,0
Pennsylvania,274177,2015-01-03,Philadelphia,1,0
Texas,273678,2015-01-03,Tyler,1,0
Pennsylvania,273721,2015-01-03,Philadelphia,1,0
Texas,273715,2015-01-03,San Antonio,0,1
New Jersey,273371,2015-01-03,Red Bank,0,0
Maryland,273345,2015-01-03,Baltimore,1,0
Maryland,273343,2015-01-03,Baltimore,1,0
Maryland,273357,2015-01-03,Elkton,0,2
District of Columbia,273319,2015-01-03,Washington,1,0
Massachusetts,274179,2015-01-03,Mashpee,0,0
Maryland,273351,2015-01-03,Baltimore,0,1
Maryland,273349,2015-01-03,Baltimore,0,0
Pennsylvania,273637,2015-01-03,Plymouth,1,0
Nebraska,274258,2015-01-03,Omaha,2,0
Florida,273321,2015-01-03,Gibsonton,1,0
Vermont,290930,2015-01-03,Middlebury,0,0
Colorado,274865,2015-01-03,Colorado Springs,0,1
Wyoming,274301,2015-01-03,Casper,0,0
New York,276576,2015-01-03,Newburgh,0,0
Massachusetts,273421,2015-01-03,Boston,0,0
Indiana,273133,2015-01-03,Osceola,0,1
Ohio,273185,2015-01-03,Cincinnati,0,1
Maryland,273347,2015-01-03,Baltimore,1,0
Kentucky,273566,2015-01-03,Viper,1,0
New Mexico,273532,2015-01-03,Albuquerque,0,1
New Jersey,284215,2015-01-03,Camden,1,0
California,273383,2015-01-03,Vallejo,0,0
Texas,274403,2015-01-03,Salado,0,0
Texas,274398,2015-01-03,Killeen,0,0
Nebraska,273392,2015-01-03,Omaha,1,0
Illinois,273390,2015-01-03,Chicago,0,1
Illinois,273388,2015-01-03,Chicago,0,1
Pennsylvania,273384,2015-01-03,Hunlock Creek,1,0
Utah,273602,2015-01-03,Spanish Fork,0,1
Indiana,274048,2015-01-03,Indianapolis,1,0
Virginia,274845,2015-01-03,Hiltons,0,1
Michigan,273491,2015-01-03,East Lansing,0,0
Alaska,273219,2015-01-03,Anchorage,0,2
Florida,273843,2015-01-03,Winter Park,0,0
Maryland,273581,2015-01-03,Greenbelt,0,2
New York,286144,2015-01-03,Nassau County,0,1
Colorado,276197,2015-01-03,Denver,0,0
California,278471,2015-01-03,Santa Ana,0,0
Iowa,364327,2015-01-03,Cedar Rapids,0,0
West Virginia,274066,2015-01-03,Lewisburg,1,0
California,273590,2015-01-03,Los Angeles,1,0
California,273589,2015-01-03,Los Angeles,0,0
Indiana,273545,2015-01-03,Gary,1,0
Kansas,273732,2015-01-03,Wichita,1,0
Texas,273386,2015-01-03,Houston,1,0
Colorado,281739,2015-01-03,Colorado Springs,0,0
California,273431,2015-01-03,Los Angeles,0,0
Washington,273593,2015-01-04,Seattle,0,1
Ohio,273792,2015-01-04,Cincinnati,1,0
Illinois,273449,2015-01-04,Peoria,0,1
Texas,273789,2015-01-04,Randall County,1,0
Texas,273757,2015-01-04,Dallas,1,0
Illinois,273394,2015-01-04,Chicago,0,0
Colorado,274705,2015-01-04,Denver,1,0
Texas,273763,2015-01-04,Dallas,2,0
Indiana,274088,2015-01-04,Perry County,0,0
Georgia,276148,2015-01-04,Valdosta,0,1
Indiana,273530,2015-01-04,Fort Wayne,0,1
Iowa,275205,2015-01-04,Waterloo,0,0
Connecticut,274186,2015-01-04,New Haven,0,1
Nebraska,274261,2015-01-04,Omaha,0,0
Florida,278850,2015-01-04,Hillsborough County,0,0
Wisconsin,273561,2015-01-04,Milwaukee,0,1
Georgia,274013,2015-01-04,Lagrange,0,0
Alaska,296958,2015-01-04,Cantwell,0,0
Pennsylvania,273727,2015-01-04,Philadelphia,0,1
Iowa,273724,2015-01-04,Ottumwa,1,0
Arkansas,275804,2015-01-04,Little Rock,0,1
Missouri,273743,2015-01-04,Saint John,1,0
Arkansas,275800,2015-01-04,Little Rock,0,0
Florida,274836,2015-01-04,Jacksonville,0,1
California,273800,2015-01-04,Palm Springs,3,0
Florida,274830,2015-01-04,Jacksonville,0,1
Louisiana,276163,2015-01-04,New Orleans,1,0
Indiana,274042,2015-01-04,Indianapolis,0,1
Texas,274111,2015-01-04,Harris County,1,0
Kansas,274266,2015-01-04,Kansas City,1,1
Iowa,275228,2015-01-04,Des Moines,0,0
Louisiana,273694,2015-01-04,Marrero,0,1
Connecticut,275078,2015-01-04,Bridgeport,0,1
New York,275125,2015-01-04,Uniondale,0,1
Massachusetts,274133,2015-01-04,Dorchester,0,1
Missouri,274747,2015-01-04,Saint Louis (Sappington),0,0
Pennsylvania,274935,2015-01-04,Monessen,0,2
Pennsylvania,274933,2015-01-04,Pittsburgh,1,0
Pennsylvania,274924,2015-01-04,Lancaster,1,2
South Carolina,274477,2015-01-04,Bluffton,0,0
Texas,281848,2015-01-04,College Station,0,0
Texas,274905,2015-01-04,Killeen,0,0
New York,273434,2015-01-04,Rochester,0,1
Florida,278726,2015-01-04,Brandon,1,0
Louisiana,276187,2015-01-04,Oil City,0,0
Louisiana,274458,2015-01-04,Alexandria,1,0
California,274399,2015-01-04,Fresno,0,0
South Carolina,274485,2015-01-04,Calhoun County,1,0
New York,274560,2015-01-04,Lackawanna,0,2
California,274382,2015-01-04,Weott,0,0
California,275051,2015-01-04,San Francisco,0,0
California,274396,2015-01-04,Porterville,0,0
Nevada,274368,2015-01-04,Las Vegas,0,1
Texas,273834,2015-01-04,Houston,0,0
Virginia,273707,2015-01-04,King William,0,1
California,273818,2015-01-04,Stockton,1,0
California,791126,2015-01-04,San Francisco,1,0
Massachusetts,274143,2015-01-04,Boston,0,0
Massachusetts,274131,2015-01-04,Framingham,0,0
Maryland,273766,2015-01-04,Baltimore,2,0
New York,273569,2015-01-04,Manhattan,1,0
New Jersey,274537,2015-01-04,Paterson,0,0
North Carolina,274219,2015-01-04,Charlotte,0,1
New York,320997,2015-01-04,Queens,0,0
California,274406,2015-01-04,Riverside,0,1
New Jersey,274967,2015-01-04,Camden,0,0
New Mexico,274316,2015-01-04,Albuquerque,0,0
South Carolina,273899,2015-01-04,Horry County,0,0
California,273815,2015-01-04,Elk Grove,0,2
South Carolina,273961,2015-01-04,Sumter,0,0
Illinois,273775,2015-01-04,Chicago,0,2
Texas,273823,2015-01-04,Colleyville,0,0
Illinois,273784,2015-01-04,Chicago,1,0
South Carolina,274324,2015-01-04,Aiken,0,0
Pennsylvania,273739,2015-01-04,Philadelphia,1,0
New Jersey,276340,2015-01-04,Trenton,0,1
Arizona,276715,2015-01-04,El Mirage,0,0
Minnesota,274735,2015-01-04,Brainerd,1,1
West Virginia,274040,2015-01-04,Barboursville,0,0
New Mexico,274314,2015-01-04,Albuquerque,0,1
Maryland,273769,2015-01-04,Baltimore,0,1
Wisconsin,273576,2015-01-04,Milwaukee,1,0
Montana,274302,2015-01-04,Butte,0,1
Louisiana,273747,2015-01-04,Shreveport,0,2
Nebraska,273745,2015-01-04,Omaha,0,1
North Carolina,274294,2015-01-04,Greensboro,0,0
Oklahoma,274189,2015-01-04,Guthrie,1,0
California,274855,2015-01-04,Castaic,0,0
Pennsylvania,290075,2015-01-04,Belle Vernon,0,0
Iowa,273729,2015-01-04,Marshalltown,0,1
Arkansas,282876,2015-01-04,Harrison,0,1
Oklahoma,277287,2015-01-04,Tulsa,0,0
North Carolina,274288,2015-01-04,Durham,0,1
Virginia,274021,2015-01-04,Chesapeake,1,0
North Carolina,273756,2015-01-04,Charlotte,1,0
Oklahoma,274223,2015-01-04,Oklahoma City,0,2
Alabama,276273,2015-01-04,Huntsville,0,1
Virginia,273535,2015-01-04,Roanoke,2,4
Florida,273631,2015-01-04,Miami,1,0
Missouri,274792,2015-01-04,Centralia,0,0
California,276551,2015-01-04,Fresno,0,0
Wisconsin,273558,2015-01-04,Milwaukee,1,1
Texas,273397,2015-01-04,Dallas,3,1
Louisiana,276241,2015-01-04,Tangipahoa Parish,0,0
Massachusetts,274175,2015-01-04,Roslindale,0,1
Colorado,274710,2015-01-04,Evans,1,0
Pennsylvania,274938,2015-01-04,Tamaqua,0,1
